Kids' Cheeseburger,1 serving,380,21g,31g,21g
Kids Cheeseburger,1 serving,573,35g,34g,32g
Kids Cheese Ravoli,1 serving,240,9g,30g,11g
Kids Cheeseburger,1 serving,580,37g,37g,25g
Kid's Cheeseburger,1 serving,560,32g,40g,29g
Kids Cheeseburger,1 serving,510,30g,34g,25g
Kids Cheeseburger Sliders,1 serving,456,20g,37g,28g
Kids' Cheese Quesadilla,1 serving,410,31g,25g,14g
Kids Cheeseburger Slider,1 serving,228,10g,18g,14g
Kids' Cheeseburger,1 serving (162 g),400,21g,35g,17g
Kids Cheeseburger Lettuce Wrap,1 serving,280,19g,3g,24g
Kid's Cheeseburger with Hashbrowns,1 serving,705,44g,59g,17g
Kids' Cheeseburger,1 serving,290,14g,25g,14g
Kids Cheeseburger with Side Choice Broccoli,1 serving,687,44g,39g,35g
Kids Chicken & Cheese Quesadilla,1 tray (163 g),260,7g,30g,15g
Kids Chewy Chocolate Chip,1 bar (23 g),100,4g,15g,2g
Kids Cheeseburger with Side Choice House Salad,1 serving,652,37g,47g,36g
Kids Cheeseburger with Side Choice French Fries,1 serving,780,44g,63g,35g
Kids Cheeseburger with Side Choice Caesar Salad,1 serving,792,53g,45g,38g
Kids Cheeseburger with Side Choice Mashed Potatoes,1 serving,702,39g,55g,34g
Kids Cheeseburger with Side Choice Long Grain Rice,1 serving,739,35g,71g,36g
Kids Cheesy Pizza,1 serving,670,27g,85g,25g
Kids Cheesywich,1 serving,405,21g,45g,8.3g
Kid's Chicken,1 serving,125,7g,2g,14g
Kids Chewy Honey Oat,1 bar (23 g),90,2.5g,16g,1g
Kids Chicken Dippers with Ketchup,1 serving,630,26g,78g,22g
Kids Cherry Coke,1 serving,150,0g,42g,0g
Kids Chicken Bowl,1 serving,280,6g,38g,19g
Kids Chicken Fingers,1 serving,485,27g,30g,29g
Kids Chicken & Broccoli Bowl,1 serving,230,12g,8g,23g
Kids Chicken Dippers with Ranch,1 serving,950,70g,56g,23g
Kids Chicken Fingers with Ranch Dressing,1 serving,736,29g,55g,59g
Kids Chicken Fingers with Broccoli,1 serving,630,24g,70g,37g
Kids Chicken Fried Rice - Gluten-Free,1 serving,570,19g,75g,23g
Kids Chicken Lo Mein,1 serving,400,13g,51g,19g
Kids Chicken Fingers with Side Choice House Salad,1 serving,564,28g,44g,33g
Kids Chicken Fingers with Side Choice Caesar Salad,1 serving,704,44g,41g,36g
Kids Chicken Fried Rice,1 serving,570,19g,75g,23g
Kids Chicken Fingers with Side Choice Broccoli,1 serving,599,36g,35g,32g
Kids Chicken Fingers with Side Choice French Fries,1 serving,692,36g,60g,32g
Kid's Chicken Lo Mein,1 serving (397 g),590,8g,80g,27g
Kids Chicken Melt on White,1 serving,191,6g,24g,15g
Kids Chicken Lo Mein - to Go,1 serving,400,13g,51g,19g
Kids Chicken Fried Rice - Gluten-Free - to Go,1 serving,600,19g,80g,24g
Kids Chicken Pops - 3 Pcs,1 serving,494,16g,61g,24g
Kids Chicken Fried Rice - to Go,1 serving,590,19g,80g,24g
Kids Chicken Taco,1 serving,220,7g,19g,20g
Kids Chicken Tenders,1 serving,290,15g,19g,18g
Kids Chicken Quesadilla,1 serving,360,18g,34g,16g
Kids' Chicken Strips,1 serving (206 g),630,39g,43g,27g
Kids Chicken Quesadilla,1 serving,580,27g,50g,30g
Kids Chicken Pops - 4 Pcs,1 serving,593,18g,72g,32g
Kids Chicken Fingers with Side Choice Mashed Potatoes,1 serving,614,31g,51g,32g
Kid's Chicken Tenders,1 serving,390,19g,31g,22g
Kids' Chicken Tenders (2 Pieces),1 serving,290,18g,17g,17g
Kids Chocolate Chip,1 bar (33 g),140,6g,14g,7g
Kids Chicken Tenders,1 serving,267,7g,15g,33g
Kid's Chicken Tenders,1 serving,700,24g,36g,24g
Kid's Chicken Tenders,1 serving,630,42g,18g,44g
Kids Chicken Tenders,1 serving,270,11g,19g,23g
Kid's Chips & Queso,1 serving (5.5 oz),450,25g,46g,10g
Kids Chicken Tenders with Sauce Choice Honey Mustard,1 serving,477,27g,21g,33g
Kids Chicken Tenders with Buttermilk Ranch Dressing,1 serving,429,23g,18g,34g
Kids' Chicken Tenders (3 Pieces),1 serving,440,27g,26g,26g
Kids' Chocolate Milk,1 serving,330,5g,60g,12g
Kids Chicken Tenders with BBQ Sauce,1 serving,342,7g,33g,33g
Kids Chocolate Chip Bar,1 bar (35 g),140,4.5g,20g,5g
Kids Chocolate Chunk Pizookie,1 serving,590,23g,88g,8g
Kids Chicken Tenders with Ranch Dressing,1 serving,470,26g,30g,27g
Kids Chocolate Chip Puppy Dog Griddlecakes,1 serving,562,21g,80g,11g
Kids Chocolate Milk,1 serving,330,7g,54g,13g
Kids Chocolate Chip Puppy Dog Griddlecakes with Pancake and Waffle Syrup,1 serving,791,21g,137g,11g
Kids Chocolate Milk,1 drink,255,7g,33g,12g
Kid's Classic Sliders,1 serving,580,23g,56g,37g
Kids Chocolate Sundae,1 serving,360,17g,46g,6g
Kids' Choice White Bread,1 slice (28 g),70,0.5g,14g,2g
Kid's Cinnamon Apples,1 serving,120,5g,21g,0g
Kids' Coca-Cola Zero Sugar,1 serving,0,0g,0g,0g
Kids Classic Fries,1 serving,260,12g,35g,2g
Kid's Classic Cheese Sliders,1 serving,670,30g,57g,42g
Kid's Coca-Cola - 8 oz,1 serving (8 oz),90,0g,26g,0g
Kids Coca Cola,1 serving,100,0g,28g,0g
Kids' Choice Whole Grain White Bread,2 slices (57 g),150,1g,31g,5g
Kids' Classic Grilled Cheese,1 serving,460,26g,44g,16g
Kids Coca Cola,1 serving,150,0g,40g,0g
Kids' Classic Milkshake,1 serving,680,32g,84g,13g
Kids' Coke,1 serving,60,0g,17g,0g
Kid's Coke Zero Sugar - 8 oz,1 serving (8 oz),0,0g,0g,0g
Kid's Coconut Shrimp,1 serving,440,26g,38g,13g
Kids Coconut Pineapple Ice Cream,1 serving,250,12g,32g,4g
Kids Combo,1 serving,630,40g,38g,29g
Kids Coke,1 serving,90,0g,20g,0g
Kids' Classic Cheeseburger,1 serving (208 g),610,32g,41g,30g
Kids Cone Head,1 serving,489,20g,69g,6.3g
Kid's Creations Bacon Ranch,1 pouch (74 g),110,5g,2g,14g
Kids' Confetti Party Milkshake,1 serving,840,34g,121g,13g
Kids Cookies 'N' Cream Pizookie,1 serving,680,33g,88g,9g
Kids Corn Dog,1 serving,180,9g,19g,7g
Kids Complete,4 gummies (1 g),35,0g,8g,0g
Kids' Cookies and Cream Milkshake,1 serving,960,45g,125g,17g
Kids Cranberry Juice,1 serving,210,0g,53g,0g
Kids Cookies & Cream Coffee-less Cooler,1 serving (376 ml),530,34g,50g,5g
Kids Cranberry Juice,1 drink,210,0g,53g,0g
Kids Corn Chowder,1 serving,204,12g,20g,3g
Kids Cotton Candy,1 serving,201,0g,51g,0g
Kids Cranberry Juice,1 serving,130,0g,30g,0g
Kid's Corn,1 serving,50,1g,11g,1g
"Kids CYO Pizza, 1 Topping (1 Slice)",1 serving,123,4g,17g,6g
Kid's Creations Honey BBQ,1 pouch (74 g),90,2g,4g,14g
Kids Crispy Shrimp,1 serving,220,13g,16g,9g
Kid's Crispy Chicken Fingers with Honey Mustard without Side PB,1 serving,420,24g,31g,19g
Kid's Crispy Chicken Fingers with Honey Mustard without Side HB,1 serving,430,29g,21g,20g
Kids Crunch Peanut Butter Cereal,3/4 cup,120,2.5g,21g,2g
"Kids CYO Pizza, 1 Topping with Artichoke Hearts (4 Slices)",1 serving,529,15g,75g,26g
"Kids CYO Pizza, 1 Topping with Bleu Cheese (1 Slice)",1 serving,161,7g,17g,8g
"Kids CYO Pizza, 1 Topping (4 Slices)",1 serving,494,15g,69g,24g
"Kids CYO Pizza, 1 Topping with Andouille Sausage (4 Slices)",1 serving,844,46g,71g,39g
"Kids CYO Pizza, 1 Topping with Artichoke Hearts (1 Slice)",1 serving,132,4g,19g,6g
Cookies Ready To Bake - Pumpkin Shape,2 cookies (26 g),110,6g,15g,1g
Cookies Ready To Bake - Reindeer Shape,2 cookies (26 g),120,6g,15g,1g
Cookies Ready To Bake - Smile Heart Shape,2 cookies (26 g),110,4.5g,15g,1g
Cookies Ready To Bake - Big Deluxe Turtle Supreme,1 cookie (38 g),170,8g,22g,2g
Cookies Ready To Bake - Three-Heart Shape,2 cookies (26 g),120,6g,15g,1g
Cookies Ready To Bake - Snowman Shape,2 cookies (26 g),110,4.5g,16g,1g
Cookies Ready to Bake - Sugar,2 cookies (38 g),160,8g,23g,1g
Cookies White Chocolate Macadamia Nut (12 Pcs),1 serving,2530,140g,294g,26g
Cookies Triple Chocolate Fudge (12 Pcs),1 serving,2000,93g,283g,21g
Cookies-N-Cream Bar,1 bar,150,4g,17g,15g
Cookies'n Creme Wafers,2 cookies (23 g),110,4g,17g,1g
Cook-in-Bag Italian Style Pork Tenderloin,4 oz (112 g),120,3.5g,2g,20g
Cookies with Belgian Chocolate,1 packet (3 cookies) (22 g),110,5g,15g,1g
Cook-in-Bag Homestyle Boneless Turkey Breast,4 oz (112 g),110,1g,0g,22g
Cooking Creme - Original,1/4 cup,110,9g,3g,4g
Cooking & Salad Oil,1 tbsp (14 g),120,14g,0g,0g
Cooking Cream,1/4 cup (64 g),110,9g,3g,4g
Cooking Creme - Creamy Pesto,1/4 cup (64 g),110,8g,5g,4g
Cooking Sauce - Creamy Parmesan,1/4 cup (62 g),100,8g,4g,4g
Cooking Cream (Lite),2 tbsp (30 ml),46,4g,2g,1g
Cooking Olive Oil,1 tbsp (15 g),120,14g,0g,0g
Cooking Stock Beef,1 cup (240 ml),15,0g,1g,3g
Cooking Stock Vegetable,1 cup (240 ml),15,0.5g,2g,0g
Cooking Sauce Marsala,1/4 cup (64 g),60,1.5g,6g,2g
Cooking Sauce Butter Chicken,1/4 cup (63 g),80,5g,7g,1g
"Cookizza, Big",1 serving,1442,80g,192g,16g
"Cookizza, Big, A La Mode",1 serving,1562,88g,203g,18g
Cook-in-Bag Savory Seasoned Whole Chicken,1 serving (4 oz),210,15g,0g,19g
Cooking Sake,1 serving (30 ml),30,0g,1g,0g
Cookout Classic Plant-Based Burger Patties,1 patty (113 g),290,22g,4g,18g
"Cookizza, Little",1 serving,632,35g,84g,7g
Cool Beans Pickled Green Beans (28g),5 pieces (28 g),12,0g,2g,0g
"Cookizza, Little, A La Mode",1 serving,752,43g,95g,9g
Cool Beans Pickled Green Beans (50g),5 pieces (50 g),15,0g,3g,0g
Cool As A Cucumber Dip,2 tbsp (28 g),39,3g,1g,2g
Cool Mint Cookie Lowfat Frozen Yogurt,2/3 cup (96 g),170,6g,25g,5g
Cool Lime Sherbet,1/2 cup (88 g),100,1g,22g,1g
Cool Cuts Carrots with Ranch,1 snack pack (64 g),70,5g,5g,1g
Cool Kidz IPA - 16oz,1 serving (16 oz),220,0g,0g,0g
Cool Mint Creme,2 cookies (29 g),140,6g,21g,1g
Cool Greens,1 bottle (12 oz),180,1g,45g,2g
Cool Ranch Tortilla Chips,12 chips (28 g),150,8g,18g,2g
Cool Cucumber Wrap,1 serving,280,2g,55g,10g
Cool Mint Chip Milkshake,1 container (12 oz),430,16g,62g,10g
Cool Mint Mints,1 mint (0.8 g),5,0g,0.5g,0g
Cool Ranch Tortilla Chips (35.4g),1 package (35.4 g),180,9g,22g,2g
Cool Plus Probiotic Cultured Dairy Beverage,1 bottle (62 ml),45,0g,9g,1g
Cool Ranch Chopped Cheese Burger,1 serving,1500,87g,124g,52g
Cool Ranch Dippin' Sauce,2 oz (70.9 g),372,39.4g,1.9g,0.9g
Cool Whip,2 tbsp (9 g),25,1.5g,3g,0g
Cool Ranch Tortilla Chips (49.6g),1 package (49.6 g),260,13g,31g,3g
Cool Ranch Tortilla Chips (90g),1 package (90 g),460,23g,57g,6g
Cool Whip 95% Fat Free,3 tbsp (45 g),25,0.5g,5g,0.1g
Cool Whip Extra Creamy,2 tbsp (9 g),30,2g,2g,0g
Cool Salsa Verde Tortilla Chips,10 chips (28 g),140,7g,18g,2g
Cool Whip Sugar Free,2 tbsp (9 g),20,1g,3g,0g
Cool Whip Lite,2 tbsp (9 g),20,1g,3g,0g
Cool White Mint Ice Cream,1/2 cup (68 g),100,2g,23g,3g
Cool Whip Frosting Cream Cheese,2 tbsp (18 g),60,3.5g,8g,0g
Cool Whip Free,2 tbsp (9 g),20,0g,3g,0g
Cooling Paloma,1 serving,180,0g,25g,0g
Coors,1 serving,150,0g,11g,1g
Coors - Coors Banquet (12oz),1 serving (12 oz),150,0g,12g,1g
Coors Banquet,1 bottle (12 oz),149,0g,12.2g,1.1g
Coors Banquet,1 serving (12 oz),150,0g,11g,1g
Coors - Coors Banquet (16oz),1 serving (16 oz),200,0g,16g,1g
Coors Banquet - Big Daddy,1 serving,280,0g,22g,2g
Coors Banquet - 14 fl,1 serving (14 oz),150,0g,12g,1g
Coors Banquet - 16 fl,1 serving (16 oz),170,0g,14g,1g
Coors Banquet - Pitcher,1 serving,710,0g,57g,5g
Coors Light,1 serving,100,0g,5g,1g
Coors Light,1 serving (12 oz),100,0g,11g,0g
Coors Light,1 serving,100,0g,5g,1g
Coors Light,1 serving,110,0g,5g,1g
Coors Light,1 serving,100,0g,5g,0g
Coors Light - 12oz,1 serving (12 oz),100,0g,5g,0g
Coors Light - 16oz,1 serving (16 oz),140,0g,7g,0g
Coors Light - 24oz,1 serving (24 oz),200,0g,10g,0g
Coors Light - 14 fl,1 serving (14 oz),100,0g,5g,1g
Coors Light - 16 fl,1 serving (16 oz),120,0g,6g,1g
Coors Light - Big Daddy,1 serving,200,0g,10g,2g
Coors Light - 12 fl,1 serving (12 oz),100,0g,5g,1g
Coors Light - Bottled,1 serving,100,0g,5g,1g
Coors Light - 12 fl oz,1 serving (12 oz),100,0g,5g,1g
Coors Light - Grande - Cervezas Draft,1 serving,160,0g,8g,2g
Coors Light - Pitcher,1 serving,490,0g,24g,5g
Coors Light - Cervezas Bottle,1 serving,100,0g,5g,1g
Coors Light - Bottle - 12 oz,1 serving (12 oz),100,0g,5g,1g
Coors Light - Bottle - 16 oz,1 serving (16 oz),140,0g,7g,1g
Coors Light - Regular - Cervezas Draft,1 serving,90,0g,5g,1g
Coors Light (12 oz),1 serving (12 oz),100,0g,5g,1g
Coors Light (16 oz),1 serving (16 oz),140,0g,7g,1g
Coors Light (22 oz),1 serving (22 oz),190,0g,9g,2g
Copa Banana Exotic Fruit Smoothie,1 serving (24 oz),350,0.8g,87g,1g
Coors Light Draft - Small,1 serving,90,0g,4g,1g
Coors Light Beer,1 serving,110,0g,5g,0g
Coors Light Beer,1 serving,140,0g,7g,1g
Coors Light Draft - Large,1 serving,190,0g,9g,2g
"Coors Light, Bottle, 12 oz",1 serving (12 oz),100,0g,5g,0g
Coors Light Draft - Medium,1 serving,140,0g,7g,1g
Coors Lite,1 serving,100,0g,5g,1g
Coors Original,1 serving (12 oz),140,0g,11g,1g
Copa Chardonnay,1 serving (145 ml),150,0g,10g,0g
Coppa,6 slices (28 g),90,6g,0g,8g
Copa Merlot,1 serving (145 ml),120,0g,4g,0g
Copper Kettle Parmesan Shaved Cheese,1/4 cup (28 g),110,8g,1g,8g
Copa Pinot,1 serving (145 ml),120,0g,4g,0g
Copa Zinfandel,1 serving (145 ml),130,0g,4g,0g
Coppa,3 slices (28 g),140,9g,1g,15g
Coq Au Vin,1 tray (369 g),550,28g,33g,41g
Copper Ridge Chardonnay (6 oz),1 serving (6 oz),140,0g,6g,0g
Copperhead Red - 12oz,1 serving (12 oz),180,0g,19g,2g
Copper Moon Sauvignon Blanc,1 serving (145 ml),120,0g,3g,0g
Copperhead Red - 16oz,1 serving (16 oz),240,0g,25g,3g
Copper Ridge Chardonnay (9 oz),1 serving (9 oz),220,0g,9g,0g
Coq Au Vin,1 1/4 cup (286 g),340,12g,25g,32g
Cordial Cherries,2 pieces (39 g),150,3g,31g,0g
Cordial Blueberries,2 pieces (32 g),120,2.5g,25g,0g
Coq10,2 gummies,20,0g,4g,0g
COQ10,1 tablet,10,1g,0g,0g
Coral Reef Punch Coktail,1 serving,230,0g,31g,0g
COQ10 Gummies,1 gummy (2 g),10,0g,3g,0g
Coq10 Gummies,2 gummies,20,0g,5g,0g
Cordon Bleu Stuffed Chicken Breasts,1 piece (140 g),250,12g,11g,24g
Cordial Cherries,2 pieces (38 g),150,3g,31g,0g
Cordon Bleu - Whole Sandwich,1 serving (276 g),620,23g,69g,35g
Cordon Bleu,1 piece (182 g),320,14g,19g,31g
Cordon Bleu Panini,1 serving (158 g),350,14g,38g,18g
Cordon Bleu - Half Sandwich,1 serving (144 g),320,12g,35g,18g
"Kids CYO Pizza, 1 Topping with Black Olives (1 Slice)",1 serving,139,5g,18g,6g
"Kids CYO Pizza, 1 Topping with Andouille Sausage (1 Slice)",1 serving,211,11g,18g,10g
"Kids CYO Pizza, 1 Topping with Broccoli (1 Slice)",1 serving,128,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Black Olives (4 Slices)",1 serving,555,20g,72g,24g
"Kids CYO Pizza, 1 Topping with Bleu Cheese (4 Slices)",1 serving,644,27g,69g,33g
"Kids CYO Pizza, 1 Topping with Broccoli (4 Slices)",1 serving,513,15g,73g,25g
"Kids CYO Pizza, 1 Topping with Cheddar Cheese (1 Slice)",1 serving,163,7g,17g,8g
"Kids CYO Pizza, 1 Topping with Canadian Bacon (4 Slices)",1 serving,625,19g,69g,44g
"Kids CYO Pizza, 1 Topping with Canadian Bacon (1 Slice)",1 serving,156,5g,17g,11g
"Kids CYO Pizza, 1 Topping with Extra Mozzarella Cheese (1 Slice)",1 serving,143,5g,17g,8g
"Kids CYO Pizza, 1 Topping with Fresh Basil (1 Slice)",1 serving,124,4g,17g,6g
"Kids CYO Pizza, 1 Topping with Cheddar Cheese (4 Slices)",1 serving,654,29g,69g,34g
"Kids CYO Pizza, 1 Topping with Extra Mozzarella Cheese (4 Slices)",1 serving,574,21g,69g,31g
"Kids CYO Pizza, 1 Topping with Fresh Mozzarella Cheese (1 Slice)",1 serving,273,15g,17g,17g
"Kids CYO Pizza, 1 Topping with Fresh Basil (4 Slices)",1 serving,494,15g,70g,24g
"Kids CYO Pizza, 1 Topping with Grilled Applewood-Spiced Chicken (1 Slice)",1 serving,174,5g,18g,14g
"Kids CYO Pizza, 1 Topping with Green Onions (4 Slices)",1 serving,504,15g,71g,24g
"Kids CYO Pizza, 1 Topping with Green Olives (4 Slices)",1 serving,579,23g,69g,24g
"Kids CYO Pizza, 1 Topping with Green Onions (1 Slice)",1 serving,126,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Fresh Mozzarella Cheese (4 Slices)",1 serving,1094,60g,69g,69g
"Kids CYO Pizza, 1 Topping with Italian Sausage (1 Slice)",1 serving,198,10g,18g,11g
"Kids CYO Pizza, 1 Topping with Green Peppers (1 Slice)",1 serving,126,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Green Olives (1 Slice)",1 serving,145,6g,17g,6g
"Kids CYO Pizza, 1 Topping with Jalapenos (1 Slice)",1 serving,127,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Peppered Bacon (1 Slice)",1 serving,191,9g,19g,10g
"Kids CYO Pizza, 1 Topping with Parmesan Cheese (1 Slice)",1 serving,161,6g,18g,9g
"Kids CYO Pizza, 1 Topping with Mushrooms (1 Slice)",1 serving,127,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Pineapple Tidbits (1 Slice)",1 serving,143,4g,22g,6g
"Kids CYO Pizza, 1 Topping with Pepperoni (1 Slice)",1 serving,178,8g,18g,9g
"Kids CYO Pizza, 1 Topping with Pepper Jack Cheese (1 Slice)",1 serving,151,6g,17g,8g
"Kids CYO Pizza, 1 Topping with Pepperoncini (1 Slice)",1 serving,126,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Red Peppers (1 Slice)",1 serving,128,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Red Onions (1 Slice)",1 serving,128,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Roasted Garlic (1 Slice)",1 serving,126,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Ricotta Cheese (1 Slice)",1 serving,155,6g,18g,9g
"Kids CYO Pizza, 1 Topping with Spinach (1 Slice)",1 serving,126,4g,18g,6g
"Kids CYO Pizza, 2 or More Toppings with Artichoke Hearts (1 Slice)",1 serving,128,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Roma Tomatoes (1 Slice)",1 serving,128,4g,18g,6g
"Kids CYO Pizza, 2 or More Toppings with Andouille Sausage (1 Slice)",1 serving,182,9g,18g,8g
"Kids CYO Pizza, 2 or More Toppings with Black Olives (1 Slice)",1 serving,131,4g,18g,6g
"Kids CYO Pizza, 1 Topping with Sun Dried Tomatoes (1 Slice)",1 serving,127,4g,18g,6g
"Kids CYO Pizza, 2 or More Toppings with Bleu Cheese (1 Slice)",1 serving,142,5g,17g,7g
"Kids CYO Pizza, 1 Topping with Seasoned Ground Beef (1 Slice)",1 serving,159,6g,18g,9g
"Kids CYO Pizza, 2 or More Toppings with Broccoli (1 Slice)",1 serving,126,4g,18g,6g
"Kids CYO Pizza, 2 or More Toppings with Bleu Cheese (4 Slices)",1 serving,569,21g,69g,28g
"Kids CYO Pizza, 2 or More Toppings with Artichoke Hearts (4 Slices)",1 serving,511,15g,72g,25g
"Kids CYO Pizza, 2 or More Toppings with Broccoli (4 Slices)",1 serving,503,15g,71g,24g
"Kids CYO Pizza, 2 or More Toppings with Black Olives (4 Slices)",1 serving,524,17g,70g,24g
"Kids CYO Pizza, 2 or More Toppings with Extra Mozzarella Cheese (1 Slice)",1 serving,133,4g,17g,7g
"Kids CYO Pizza, 2 or More Toppings with Cheddar Cheese (1 Slice)",1 serving,143,5g,17g,7g
"Kids CYO Pizza, 2 or More Toppings with Canadian Bacon (4 Slices)",1 serving,581,18g,69g,37g
"Kids CYO Pizza, 2 or More Toppings with Fresh Basil (1 Slice)",1 serving,124,4g,17g,6g
"Kids CYO Pizza, 2 or More Toppings with Extra Mozzarella Cheese (4 Slices)",1 serving,534,18g,69g,27g
"Kids CYO Pizza, 2 or More Toppings with Cheddar Cheese (4 Slices)",1 serving,574,22g,69g,29g
"Kids CYO Pizza, 2 or More Toppings with Canadian Bacon (1 Slice)",1 serving,145,4g,17g,9g
"Kids CYO Pizza, 2 or More Toppings with Grilled Applewood-Spiced Chicken (1 Slice)",1 serving,149,4g,18g,10g
"Kids CYO Pizza, 2 or More Toppings with Fresh Mozzarella Cheese (1 Slice)",1 serving,223,11g,17g,13g
"Kids CYO Pizza, 2 or More Toppings with Green Olives (4 Slices)",1 serving,536,19g,69g,24g
"Kids CYO Pizza, 2 or More Toppings with Fresh Mozzarella Cheese (4 Slices)",1 serving,894,45g,69g,54g
"Kids CYO Pizza, 2 or More Toppings with Green Peppers (1 Slice)",1 serving,125,4g,18g,6g
"Kids CYO Pizza, 2 or More Toppings with Green Olives (1 Slice)",1 serving,134,5g,17g,6g
"Kids CYO Pizza, 2 or More Toppings with Green Onions (1 Slice)",1 serving,125,4g,18g,6g
"Kids CYO Pizza, 2 or More Toppings with Fresh Basil (4 Slices)",1 serving,494,15g,70g,24g
"Kids CYO Pizza, 2 or More Toppings with Italian Sausage (1 Slice)",1 serving,161,7g,18g,8g
"Kids CYO Pizza, 2 or More Toppings with Green Peppers (4 Slices)",1 serving,498,15g,70g,24g
"Kids CYO Pizza, 2 or More Toppings with Green Onions (4 Slices)",1 serving,499,15g,70g,24g
"Kids CYO Pizza, 2 or More Toppings with Italian Sausage (4 Slices)",1 serving,644,27g,71g,33g
"Kids CYO Pizza, 2 or More Toppings with Grilled Applewood-Spiced Chicken (4 Slices)",1 serving,594,17g,71g,40g
Kids Diet Coke,1 serving,0,0g,0g,0g
Kids Diet Coke,1 serving,0,0g,0g,0g
Kids Diet Coke,1 serving,0,0g,0g,0g
"Kids CYO Pizza, 2 or More Toppings with Jalapenos (4 Slices)",1 serving,501,15g,71g,24g
Kid's Dessert Ice Cream Sundae,1 serving,560,20g,91g,7g
"Kids CYO Pizza, 2 or More Toppings with Mushrooms (4 Slices)",1 serving,501,15g,70g,24g
"Kids CYO Pizza, 2 or More Toppings with Jalapenos (1 Slice)",1 serving,125,4g,18g,6g
Kids' Dr. Pepper,1 serving,60,0g,17g,0g
Kids Diet Dr Pepper,1 serving,0,0g,0g,0g
Kids' Diet Coke,1 serving,0,0g,0g,0g
Kid's Diet Dr. Pepper - 8 oz,1 serving (8 oz),0,0g,0g,0g
Kids Diet Dr. Pepper,1 serving,0,0g,0g,0g
Kid's Diet Coke - 8 oz,1 serving (8 oz),0,0g,0g,0g
Kids Double Chocolate Brownie,1 bar (25 g),100,3.5g,14g,4g
Kids' Diet Dr. Pepper (TX & OK),1 serving,0,0g,0g,0g
Kids Dr Pepper,1 serving,80,0g,20g,0g
Kids Diet Pepsi,1 serving,0,0g,0g,0g
Kids Dr. Pepper,1 serving,150,0g,40g,0g
Kids Dr Pepper,1 serving,110,0g,28g,0g
Kids Diet Sprite,1 serving,0,0g,0g,0g
"Kids' Egg, Hash Browns and Toast",1 serving (200 g),330,13g,40g,13g
Kids Diet Sprite,1 serving,0,0g,0g,0g
Kid's Dr. Pepper - 8 oz,1 serving (8 oz),100,0g,26g,0g
Kids Eggs & Bacon,1 serving,250,20g,20g,0g
"Kids Eggs & Bacon with Egg, Fresh Any Style",1 serving,330,20g,20g,10g
"Kids Eggs & Bacon with Egg, Scrambled",1 serving,330,20g,20g,10g
"Kids Eggs & Bacon with Egg, Scrambled Whites",1 serving,280,20g,20g,10g
"Kids Eggs & Bacon with Toast, Sourdough",1 serving,410,20g,50g,10g
Kid's Enchilada Green Banzai Veggie,1 serving,154,7g,16g,7g
"Kids Eggs & Bacon with Toast, Rye",1 serving,450,20g,50g,20g
Kid's Enchilada Green Blackened Chicken,1 serving,202,9g,15g,14g
"Kids Eggs & Bacon with Toast, White",1 serving,430,20g,50g,10g
"Kids Eggs & Bacon with Toast, Butter",1 serving,330,30g,20g,0g
Kid's Enchilada Green Blackened Fish,1 serving,184,7g,15g,15g
"Kids Eggs & Bacon with Toast, Wheat",1 serving,550,20g,80g,20g
Kid's Enchilada Green Carnitas,1 serving,264,13g,15g,20g
Kid's Enchilada Green Carne Asada,1 serving,230,13g,14g,14g
"Kids Eggs & Bacon with Toast, English Muffin",1 serving,370,20g,40g,10g
Cheesy Burger Macaroni,1 cup (253 g),180,4g,27g,8g
Cheesy Broccoli & Pasta,1 cup  (115 g),150,8g,17g,6g
Cheesy Broccoli Soup,1 container (283 g),180,9g,16g,10g
Cheesy Burger - Original Crust - Large,1 slice,360,17g,39g,12g
Cheesy Burger Papadia,1 serving (401 g),840,43g,79g,34g
Cheesy Burger Sauce,1 serving,160,16g,4g,0g
Cheesy Burrito,1 burrito (121 g),370,16.5g,40g,17g
Cheesy Cauliflower Dip,2 tbsp (28 g),60,5g,1g,3g
Cheesy Broccoli,1 1/2 cups (131 g),60,2.5g,6g,3g
Cheesy Cauliflower Pasta Primavera,1 tray (366 g),370,15g,43g,18g
Cheesy Buttermilk Cheddar Mac,1 sachet (33 g),110,1.5g,15g,11g
