Name,Serving,Calories,Fat,Carbs,Proteins
Yellow Corn Tortillas Extra Thin,3 tortillas (57 g),120,1g,25g,3g
Yellow Corn Tortillas (47g),2 tortilla (47 g),100,1g,21g,2g
Yellow Curry,1 tray (430 g),450,5g,84g,18g
Yellow Curry Noodles,1 cup prepared (105 g),340,8g,61g,6g
Yellow Curry Paste,1 tsp (6 g),10,0.5g,2g,0g
Yellow Curry,1/2 package (142.5 g),130,8g,14g,2g
Yellow Curry Chicken,1 serving (300 g),479,28.41g,22.32g,33.55g
Yellow Curry Paste,2 tsp (10 g),15,0g,2g,0g
Yellow Curry Chopped Salad,1 1/2 cups (100 g),170,11g,15g,2g
Yellow Curry Rice,3/4 cup prepared (50 g),180,1.5g,39g,4g
Yellow Curry Sauce,1 bag (300 g),530,40g,36g,8g
Yellow Curry Sauce,1/2 cup (4 oz),240,20g,11g,2g
Yellow Fin Tuna Steaks,4 oz (113 g),120,1g,0g,26g
Yellow Delicious Apple,1 medium apple (102 g),82,0g,22.4g,0g
Yellow Grits,1/4 cup (39 g),140,0g,31g,3g
Yellow Curry Rice with Sauce,1/4 package (70 g),240,1g,54g,6g
Yellow Fin Tuna,4 oz (113 g),100,0g,0g,24g
Yellow Curry Simmer Sauce,1/2 cup (120 ml),240,21g,12g,2g
Yellow Curry with Noodles,1/2 packet (140 g),210,7g,32g,5g
Yellow Dragon Fruit,1 serving (170 g),102,0g,22g,2g
Yellow Dal Curry,1 (380 g),510,17g,73g,17g
Yellow Kernel Popcorn,3 tbsp (36 g),130,1.5g,25g,4g
Yellow Hominy,1/2 cup,120,1.5g,25g,2g
Yellow Kernel Popcorn,3 tbsp unpopped (38 g),120,1g,28g,4g
Yellow Lentil & Brown Rice Pasta,2 oz uncooked (57 g),190,0g,32g,14g
Yellow Lentil & Brown Rice Spaghetti,2 oz (56 g),180,0g,31g,14g
Yellow Curry Sauced Chicken & Rice,1 package (213 g),210,6g,24g,16g
Yellow Curry Simmer Sauce,1/2 cup (125 g),150,12g,9g,2g
Yellow Jackfruit Curry with Jasmine Rice,1 tray (370 g),470,18g,70g,8g
Yellow Lentil Casarecce Pasta,3/4 cup (55 g),190,1g,34g,12g
Yellow Lentil Hummus,2 tbsp (28 g),60,4g,5g,2g
Yellow Mini Potatoes,4-5 potatoes (148 g),110,0g,26g,3g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Lentil Lasagna Sheets,2 oz (56 g),190,1g,35g,13g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 serving,15,0.5g,1g,1g
Yellow Mustard,1 serving,25,0g,6g,0g
Yellow Mustard,1 serving,5,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Lentil Spaghetti,2 oz (56 g),180,0g,31g,14g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Lentil Penne Rigate,2/3 cup dry (56 g),210,1g,33g,15g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard - 1 tsp,1 serving,0,0g,0g,0g
Yellow Mustard - Regular,1 serving,10,0g,1g,0g
Yellow Mustard - Super,1 serving,15,1g,1g,1g
Yellow Mustard (Large Subs),1 serving,15,0g,0g,0g
Yellow Mustard (Ez),1 serving,0,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard - Half,1 serving,15,0g,3g,0g
Yellow Mustard - Large,1 serving,10,0.5g,1g,1g
Yellow Mustard (Small Subs & Kids Subs),1 serving,5,0g,0g,0g
Yellow Mustard (Medium Subs Wraps & Salads),1 serving,10,0g,0g,0g
Yellow Mustard (X-Large Subs),1 serving,30,0g,0g,0g
Yellow Mustard (1 Packet),1 serving,5,0g,0g,0g
Yellow Mustard,1 tsp (5 g),0,0g,0g,0g
Yellow Mustard 16-Inch French (Ez),1 serving,0,0g,0g,0g
Yellow Mustard,1 tsp,5,0g,0g,0g
Yellow Mustard (Reg),1 serving,0,0g,0g,0g
Yellow Mustard (Xtra),1 serving,0,0g,0g,0g
Yellow Mustard 8-Inch French (Ez),1 serving,0,0g,0g,0g
Yellow Mustard 16-Inch French (Reg),1 serving,0,0g,0g,0g
Yellow Mustard Packet,1 serving,0,0g,0g,0g
Yellow Onions,1 medium onion (148 g),60,0g,14g,2g
Yellow Mustard Pretzel Sticks,31 sticks (28 g),130,4.5g,19g,2g
Yellow Onions - Grilled - Small,1 serving (2 oz),23,0.11g,5.3g,0.68g
Yellow Mustard 16-Inch French (Xtra),1 serving,0,0g,0g,0g
Yellow Onions - Grilled - Large,1 serving (4 oz),45,0.2g,10.6g,1.4g
Yellow Mustard Packets,1 serving (6 oz),5,0g,0g,0g
Yellow Onion,1 serving,10,0g,3g,0g
Yellow Onions - Grilled - Salad,1 serving (3 oz),34,0g,8g,1g
Yellow Onions - Grilled - Regular,1 serving (3 oz),34,0.16g,7.9g,1g
Yellow Peach,1 peach (170 g),68,0g,17g,2g
Yellow Pea Pasta,2 oz (56 g),200,1.5g,36g,12g
Yellow Onions - Grilled - Snack,1 serving (1 oz),11,0.05g,2.6g,0.34g
Yellow Mustard 8-Inch French (Reg),1 serving,0,0g,0g,0g
Yellow Pea Protein,1 scoop (25 g),90,1g,6g,15g
Yellow Packet Sweetener,1 packet,5,0g,1g,0g
Yellow Onions - Grilled - Wrap,1 serving (3 oz),34,0g,8g,1g
Yellow Mustard 8-Inch French (Xtra),1 serving,0,0g,0g,0g
Yellow Polenta,1/5 package (100 g),70,0g,15g,1g
Yellow Popcorn,3 tbsp (4 1/2 cups popped) (38 g),140,1g,27g,4g
Yellow Popcorn,1/4 cup dry (33 g),120,1.5g,26g,4g
Yellow Popping Corn,2 tbsp (33 g),110,1g,25g,4g
Yellow Rice,1/3 cup dry (56 g),200,1g,43g,4g
Yellow Popcorn,3 tbsp unpopped (38 g),120,1g,28g,4g
Yellow Popcorn,2 tbsp unpopped (33 g),110,1g,26g,4g
Yellow Popcorn,2 tbsp (27 g),100,1g,20g,2g
Yellow Potatoes,1 potato (148 g),87,0g,18g,3g
Yellow Potatoes,1 medium potato (148 g),110,0g,26g,3g
Yellow Potato,9 pieces (112 g),100,0g,21g,2g
Yellow Potatoes,1 potato (148 g),110,0g,26g,3g
Yellow Rice,2 oz dry (57 g),190,0g,44g,4g
Yellow Rice,1/3 cup dry mx (46 g),160,0g,34g,4g
Yellow Rice,1 cup (140 g),230,3.5g,45g,5g
Yellow Rice,1/3 cup (56 g),200,0.5g,42g,5g
Yellow Rice,1 serving (85 g),130,4g,19g,2g
Yellow Popcorn,1/4 cup (33 g),120,1.5g,26g,4g
Yellow Popcorn,2 tbsp unpopped (30 g),110,1.5g,22g,3g
Yellow Rice,1 cup prepared (45 g),180,3g,35g,3g
Yellow Rice & Black Beans,1 container  (46 g),190,3.5g,29g,10g
Yellow Rice & Red Beans,1/4 cup (45 g),160,0g,34g,4g
Yellow Rice & Corn,1/4 cup (45 g),160,0.5g,35g,3g
Yellow Rice Spanish Style,1 serving (45 g),60,0g,13g,1g
Yellow Rice with Chicken Chunks & Chicken Chorizo,1 package (338 g),320,3.5g,39g,35g
Yellow Rice with Broccoli,1 cup prepared (65 g),230,0.5g,49g,6g
Yellow Rice with Veg - Regular,1 serving (8 oz),320,5g,60g,7g
Yellow Rice with Veg - Large,1 serving (10 oz),400,6g,75g,9g
Yellow Rice (Low Sodium),1/4 cup (45 g),160,0g,35g,3g
Yellow Rice with Veg & Black Beans - Platter - 2 Sides/Kid's,1 serving (10.3 oz),380,8g,64g,13g
Yellow Rice with Veg & Black Beans - Platter - 1 Side/Regular,1 serving (13.5 oz),510,10g,89g,16g
Yellow Rice with Vegetables - Platter - 2 Sides/Kid's,1 serving (5 oz),200,3g,38g,4g
Yellow Rice Chicken Bowls,1 serving (328 g),710,29g,80g,32g
Yellow Rice with Veg & Black Beans - Large,1 serving (36.4 oz),1370,29g,230g,46g
Yellow Rice with Vegetables - Platter - 1 Side/Regular,1 serving (8.3 oz),330,5g,62g,7g
Yellow Rice with Pink Beans,1 cup (142 g),180,3g,35g,5g
Yellow Rice with Vegetables - Large,1 serving (18.6 oz),740,12g,140g,16g
Yellow Rice with Veg & Red Beans - Large,1 serving (36.9 oz),1310,28g,225g,41g
Yellow Rice with Veg & Red Beans - Platter - 2 Sides/Kid's,1 serving (10.5 oz),370,8g,63g,12g
Yellow Rice with Veg & Red Beans - Platter - 1 Side/Regular,1 serving (13.8 oz),500,10g,88g,15g
Yellow Round Tortilla Chips,9 chips (28 g),140,6g,19g,2g
Yellow Seedless Watermelon,1/2 cup (85 g),25,0g,6g,1g
Yellow Round Tortilla Chips,9 chips (28 g),140,6g,19g,2g
Yellow Squash,1/2 squash (98 g),20,0g,4g,1g
Yellow Self-Rising Corn Meal Mix,3 tbsp (31 g),110,1g,22g,2g
Yellow Split Peas,1/4 cup dry (45 g),130,0g,28g,10g
Yellow Round Tortilla Chips,9 chips,140,6g,19g,2g
Yellow Round Tortilla Chips,1 oz (28 g),150,7g,18g,2g
Yellow Rounds Tortilla Chips,1 oz (28 g),140,8g,18g,2g
Yellow Split Peas,1/4 cup (35 g),120,0g,21g,9g
Yellow Self-Rising Corn Meal Mix,1/4 cup (30 g),100,1g,22g,2g
Yellow Squash & Zucchini,1 serving,86,5g,11g,1g
Yellow Squash,4 oz (112 g),20,0g,4g,1g
Yellow Soup,1/2 package (250 ml),90,2g,16g,3g
Yellow Thai Curry,1/4 cup (71 g),120,10g,6g,2g
Yellow Tadka Dal,2/3 cup (140 g),130,5g,17g,6g
Yellow Split Peas,1/4 cup (50 g),180,1g,32g,11g
Yellow Thai Coconut Curry,1/2 cup (102 g),130,11g,7g,1g
Yellow Split Peas,1/4 cup (55 g),170,1g,34g,12g
Yellow Squash (3 Slices),1 serving,0,0g,0g,0g
Yellow Turnips,1/2 cup (116 g),100,6g,11g,1g
Yellowfin Light Tuna,1 pouch,100,1g,0g,21g
Yellow Thai Curry Paste,20 grams (20 g),30,2.5g,3g,0g
Yellow Thai Style Coconut Chicken with Rice,1 container (340 g),410,14g,53g,17g
Yellowfin Tuna Burgers,1 burger (3.2 oz),130,5g,0g,21g
Yellowfin Ahi Tuna Poke,3 oz (85 g),170,10g,3g,14g
Yellowfin Tuna Fillets in Spring Water,2 oz (56 g),50,1g,1g,14g
Yellowfin Tuna,1 steak (6 oz),180,1.5g,0g,39g
Yellowfin Tuna in EVOO with Sea Salt,2 oz drained (56 g),130,8g,0g,14g
Yellowfin Tuna,2 oz (56 g),90,4g,0g,13g
Yellowfin Tuna Fillets in Spring Water (105g),3.7oz (105 g),85,0.5g,0g,20g
Yellowfin Tuna in Olive Oil,1 can drained (113 g),230,13g,0g,28g
Yellowfin Tuna in Extra Virgin Olive Oil,1 can (113 g),230,13g,0g,29g
Yellowfin Tuna,1 fillet (4 oz),120,0.5g,0g,28g
Yellowfin Tuna in Water,2 oz (56 g),50,0g,0g,13g
Yellowfin Tuna in Olive Oil,1/4 cup (56 g),100,5g,0g,14g
Yellowfin Tuna in Olive Oil (Can),1 can drained (113 g),230,13g,0g,29g
Yellowfin Tuna in Water and Sea Salt,1 can drained (113 g),130,1g,0g,29g
Yellowfin Solid Pack Light Tuna in Oil,3 oz (85 g),120,6g,0g,16g
Yellowfin Tuna in Extra Virgin Olive Oil,1 can drained (156 g),290,15g,0g,40g
Yellowfin/Ahi Tuna Steaks,3 1/2 oz (100 g),124,2.5g,0g,24g
Yellowfin Tuna Salad,3 1/2 oz (99 g),326,22g,2g,28g
Yellowfin Tuna Steak,5 oz (142 g),150,0.5g,0g,35g
Yellowing Solid Light Tuna In Olive Oil,1 can (125 g),330,22g,0g,29g
Yellowtail Nigiri,1 piece (35 g),54,1g,8g,3g
Yellowtail Nigiri (1 Pc),1 serving (1 oz),40,1g,5g,3g
Yellowtail Sashimi  - 2 Pcs (1 oz),1 serving (1 oz),40,1g,0g,6g
Yellowtail Sashimi - 4 Pcs (2 oz),1 serving (2 oz),70,3g,0g,12g
Yellowtail (2 Pcs),1 serving (2 oz),70,1g,9g,5g
Yellowtail Sashimi,1 serving (0.6 oz),40,3g,0g,4g
Yellowtail Nigiri,1 serving (0.6 oz),60,3g,5g,4g
Yerba Mate - Enlighten Mint,1 can (458 ml),120,0g,29g,1g
Yerba Mate,1 serving (100 g),90,0g,20g,2.9g
Yeo Joo Ggori Tang (Oxtail & Bitter Melon Soup),1 1/2 cups,418,36g,2g,24g
Yema Caramel Ensaimada,1 cake (99 g),480,20g,66g,9g
Yellowtail Roll,1 serving (4.5 oz),230,3.5g,37g,13g
Yemenite Shrimp Curry w/ Jasmine Rice & Snap Peas,1 container  (355 g),610,24g,67g,30g
Yellowfin Tuna Solid Pack in Olive Oil,3 oz (85 g),120,6g,0g,16g
Yellowtail Nigiri with Rice,1 serving (0.6 oz),70,3g,5g,4g
Yellowtaill Sashimi (2Pc),1 serving (1 oz),40,1g,0g,7g
Yerba Mate - Enlighten Mint (Can),1 can (458 ml),120,0g,29g,1g
Yerba Mate - Orange Exuberance,1 can (458 ml),120,0g,29g,1g
Yerba Mate - Lemon Elation (Can),1 can (458 ml),100,0g,25g,1g
Yerba Mate Organic Tea,1 tea bag (3 g),5,0g,1g,0g
Yerba Mate - Unsweetened Mate,8 fl oz (226 ml),15,0g,3g,0g
Yerba Mate - Traditional Terere,8 fl oz (240 ml),40,0g,10g,0g
Yerba Mate - Pure Endurance,1 bottle (8 oz),55,0g,12g,0g
Yes Peas,21 chips (28 g),110,3g,16g,6g
Yerba Mate - Sparkling Blackberry Mint,1 can (355 ml),15,0g,3g,1g
Yerba Mate - Tropical Uprising,1 can (458 ml),60,0g,12g,1g
Yerba Mate - Lemon Elation,8 fl oz (240 ml),54,0g,13g,0g
Yerba Mate - Revel Berry (Can),1 can (458 ml),120,0g,28g,1g
Yeul Ramyon,1 package (120 g),520,17g,83g,8g
YoBaby Apple Yogurt,1 container (4 oz),110,4g,14g,4g
Yobaby Organic Banana & Vanilla Yogurt,1 container (113 g),110,4g,13g,4g
YoBaby Organic Blueberry & Apple Yogurt,1 container (113 g),110,4g,13g,4g
Yin & Yang Chocolate Fondue,1/2 order,314,19g,33g,3g
Yes Whey,2.9 fl. oz (86 ml),100,0g,0g,25g
Yerba Mate - Revel Berry,8 fl oz (236.5 ml),60,0g,14g,0g
Yerba Mate Berry Blue,1 can (458 ml),140,0g,35g,0g
YoBaby Pear Yogurt,1 container (4 oz),110,4g,14g,4g
Yobark Strawberry,1 oz (28 g),150,9g,12g,5g
Yobark,1 serving (28 g),150,9g,12g,5g
Yodels Frosted Creme Filled Chocolate Cakes,1 cake (62 g),140,7g,19g,2g
YoBaby Peach Yogurt,1 container (4 oz),110,4g,13g,4g
YoCrunch with Twix,1 container (113 g),130,3g,22g,4g
Yocool,1 container (206 ml),100,0g,23g,1g
Yogi Raw Fruit & Nut Bar,1 bar (29 g),120,5.5g,16g,3g
Yodels,2 cakes (62 g),270,14g,37g,2g
Yogi Chips,24 chips (28 g),127,5g,19g,0.5g
Yodels,2 cakes (63 g),280,15g,35g,2g
Yoga 1,8 fl oz (240 ml),95,0g,11g,2g
Yoggi,1 serving (160 g),106,1.5g,19.1g,4.3g
Yoghurt Con Durazno,1 serving (100 g),98,1.7g,17.5g,3.2g
Yogurt,1 cup,120,3g,16g,8g
Yogurt,1 container (8 oz),90,0g,15g,8g
Yogourt À La Grecque 0%,100 oz,50,0g,13g,0g
Yogurt,1 container (170 g),90,0g,15g,6g
Yogurt,6 oz (170 g),90,0g,17g,6g
Yogurette,1 bar (12.5 g),72,4.5g,7.1g,0.6g
Yogurt,6 oz (170 g),80,0g,11g,14g
Yogurt,1 container (150 g),120,2g,13g,15g
Yogurt,100 g,48,0g,6.9g,5g
Yogurt,1 tarro (113 g),100,1.5g,19g,3g
Yogurt & Fieldberry Drink,1 packet (25 g),90,0g,4g,18g
Yogurt & Dill Salad Dressing,2 tbsp (30 ml),50,4g,3g,0g
Yogurt,100 g,56,1.5g,5g,5g
Yogurt,1 container (4.9 oz),180,11g,18g,4g
Yogurt,1 cub (150 g),50,0g,5g,11g
Yogurt,1 cup (105 g),68,3.4g,5.3g,3.8g
Yogurt,1 serving (4 oz),100,0.5g,21g,3g
Yogurt,1 cup (150 g),80,2g,4g,12g
Yogurt,2/3 cup (170 g),130,8g,9g,6g
Yogurt,100 g,74,3g,7g,4.8g
Yogurt & Strawberries Cookies,2 cookies (24 g),120,6g,15g,1g
Yogurt & Fruit Parfait with Granola,1 parfait (12 oz),220,1g,44g,9g
Yogurt Apple Nut Mix,1 1/2 oz (43 g),210,13g,20g,5g
Yogurt Almonds,1 serving (1 oz),170,10g,17g,1g
Yogurt Almonds,1/4 cup (30 g),170,12g,14g,2g
Yogurt and Strawberry Parfait,1 serving,379,8g,66g,16g
Yogurt Bar,1 bar (45 g),100,6g,13g,7g
Yogurt Bananas Foster,5.3 oz (150 g),240,6g,41g,4g
Yogurt Bites,1/4 cup (7 g),30,0g,5g,1g
Yogurt Coated Cranberries,19 pieces (40 g),200,9g,28g,2g
Yogurt Coated Chewy Granola Bars - Mixed Berry,1 bar (35 g),150,4g,26g,2g
Yogurt Cheese,1 slice (21 g),80,6g,0g,5g
Yogurt Blueberry Muffin,1 muffin,490,20g,71g,8g
Yogurt Breaks,1 slice,73,1.8g,13.2g,1g
Yogurt Covered Almonds,11 pieces (40 g),220,14g,22g,4g
Yogurt Cheese,1 slice (22 g),70,7g,1g,6g
Yogurt Chips,1,60,3g,9g,0g
Yogurt Covered Pretzels,1/3 cup (40 g),190,8g,27g,3g
Yogurt Covered Pretzels,7 pieces (40 g),190,8g,29g,1g
Yogurt Covered Cranberries,1/4 cup (30 g),150,6g,21g,1g
Yogurt Covered Pretzels,7 pretzels (40 g),210,11g,27g,2g
Yogurt Covered Pretzels,6 pieces (30 g),140,5g,23g,1g
Yogurt Covered Pretzels,9 pieces (30 g),140,6g,22g,1g
Yogurt Covered Pretzels,5 pieces (28 g),130,6g,20g,1g
Yogurt Berry Blast,1 packet (29 g),90,0g,13g,11g
Yogurt Blueberry Ice Pop,1 serving,99,0g,20g,6g
Yogurt Covered Pretzels,6 pieces (30 g),150,6g,21g,1g
Yogurt Covered Raisins,14 pieces  (30 g),130,5g,22g,0g
Yogurt Covered Pretzels with Sprinkles,6 pretzels (32 g),170,6g,20g,1g
Yogurt Covered Raisins,1/4 cup (40 g),190,8g,28g,1g
Yogurt Covered Raisins,1 serving (30 g),120,5g,20g,1g
Yogurt Covered Pretzels,7 pieces (40 g),200,9g,27g,2g
Yogurt Covered Raisins,1/3 cup (40 g),190,7g,30g,1g
Yogurt Creamies Chocolate,1 bar (71 g),105,1.2g,20g,4g
Yogurt D-Lite - 20oz,1 serving (20 oz),320,5g,56g,12g
Yogurt Cucumber Dressing,1 serving,35,3g,1g,2g
Yogurt Covered Pretzels,7 pretzels (40 g),190,8g,29g,1g
Yogurt Dressing - 1000 Island,2 tbsp,80,6g,4g,1g
Yogurt Dill Dressing,1 serving,30,2g,1g,2g
Yogurt Dressing - Honey Mustard,2 tbsp,40,2g,5g,1g
Yogurt Dressing - Coleslaw,2 tbsp (31 g),90,6g,8g,1g
Yogurt D-Lite - 32oz,1 serving (32 oz),480,8g,83g,18g
Yogurt D-Lite - 40oz,1 serving (40 oz),640,11g,111g,23g
Yogurt Covered Raisins,2 tbsp,150,7g,19g,2g
Yogurt Dressing - Blue Cheese,2 tbsp (28 g),70,7g,1g,1g
Yogurt Covered Raisins,1 serving (15 g),70,4g,10g,0g
Yogurt Drink,1 cup (240 ml),110,2.5g,14g,8g
Yogurt Dressing - Ranch,2 tbsp (28 g),70,7g,2g,1g
Yogurt Drink,1 cup (240 ml),124,10g,4g,5g
Yogurt Finesse,1 serving (200 ml),80,0g,12g,7g
Yogurt Drink Mint Flavor,8 fl oz (241 g),125,10g,4g,6g
Yogurt Griego Fresa,1 cup (150 g),110,0g,19g,9g
Yogurt Granola Trail Mix,1/4 cup (30 g),140,4.5g,22g,1g
Yogurt Griego,100 g,84,2.2g,8.7g,7.3g
Yogurt Griego,1 serving (150 g),130,2.5g,14g,12g
Yogurt Griego,225 gramos (225 g),110,0.5g,9g,18g
Yogurt For Fruit Tray,1 serving (227 g),160,0g,33g,8g
Yogurt Greco 0%,1 porzione  (100 g),54,0g,3g,10.3g
Yogurt Flavored Raspberries,8 pieces (30 g),160,8g,19g,1g
Yogurt Muesli Meal Bar,1 bar (60 g),208,6.5g,25.3g,14.3g
Yogurt Honey Peanut Protein Nutrition Bar,1 bar (50 g),210,7g,22g,15g
Yogurt Honey Peanut,1 bar (50 g),200,6g,22g,15g
Yogurt Dressing - Parmesan Caesar,2 tbsp (28 g),60,5g,2g,1g
Yogurt Munch Trail Mix,1/4 cup (28 g),130,7g,16g,3g
Yogurt Natural con Endulzantes,100 g,83,2.2g,12.3g,3.5g
Yogurt Light & Free,1 serving (115 g),62,1.2g,7.5g,5.2g
Yogurt Nut Mix,1/4 cup (30 g),125,6g,18g,3g
Yogurt Parfait,1 parfait,368,13g,57g,12g
Yogurt Natural Sin Azúcar,1 porción  (100 g),60,2.5g,5g,4g
Yogurt Parfait,1 container,270,6g,46g,7g
Yogurt Oats Raisin & Brown Sugar,1 container  (150 g),160,2g,26g,10g
Yogurt Parfait,1 serving,390,10g,59g,21g
Yogurt Parfait,1 serving,340,8g,60g,11g
Yogurt Pretzels,1 serving (40 g),190,8g,28g,2g
Yogurt Pretzels,5 pieces (30 g),150,7g,21g,2g
Yogurt Pretzels,6 pieces (40 grams),200,9g,27g,2g
Yogurt Parfait & Fresh Strawberries,1 package (8.5 oz),320,6g,56g,8g
Yogurt Pretzels,8 pieces (40 g),190,7g,28g,2g
Yogurt Pretzels,5 pieces (30 g),150,6g,21g,2g
Yogurt Parfait,1 container,300,8g,50g,8g
Yogurt Pretzels,9 pretzels (30 g),140,6g,22g,1g
Yogurt Pretzels,1 pack (22 g),100,4g,16g,1g
Yogurt Pretzels,6 pieces (30 g),140,5g,23g,1g
Yogurt Parfait,1 serving,360,4g,75g,9g
Yogurt Pretzels,1 serving  (40 g),190,8g,27g,2g
Yogurt Plain,1 cup (227 g),220,9g,22g,15g
Yogurt Pretzels,5 pieces (28 g),130,5g,20g,1g
Yogurt Raisins,1.4 oz (40 g),180,7g,28g,1g
Yogurt Raisins,1 serving (28 g),120,5g,19g,1g
Yogurt Stars,8 cookies (30 g),150,7g,19g,2g
Yogurt Sauce,1 serving (0.9 oz),10,0g,2g,1g
Yogurt Smoothie - Strawberry,1 bottle (7 oz),120,2g,19g,8g
Yogurt Pretzels with Sprinkles,6 pieces (40 g),180,5.5g,31g,2g
Yogurt Ranch with Kefir,2 tbsp (30 ml),60,5g,3g,1g
Yogurt Soda,8 fl oz (240 ml),83,2g,9g,6g
Yogurt Smoothie,1 bottle (207 ml),160,3g,31g,7g
Yogurt Rice,1/2 cup,199,8g,27g,5g
Yogurt Trail Mix,3 tbsp (30 g),150,9g,13g,4g
Yogurt Pretzels,5 pieces (30 g),130,8g,20g,1g
Yogurt Trail Mix,1 oz (28 g),110,4.5g,16g,2g
Yogurt Trail Mix,1/4 cup (35 g),160,9g,19g,4g
Yogurt Toppers - Honey Blueberry,1 pouch (30 g),130,5g,16g,6g
Yogurt Toppers Dark Chocolate Cherry,1 pouch (30 g),130,5g,16g,6g
Yogurt Spread,2 tbsp (30 g),70,6g,3g,1g
Yogurt Tubes,1 tube (2 oz),50,2g,8g,2g
Yogurt Smoothie with Probiotics,1 bottle (207 ml),130,1.5g,24g,5g
Yogurt-Drizzled Raspberry Fruit & Oat Bar,1 bar (40 g),160,4g,30g,2g
Yogurt Cucumber & Fresh Dill Dip,2 tbsp (30 g),25,0g,4g,1g
YoKids Squeezers,1 tube (56 g),60,1g,10g,2g
Yokids,1 package (4 oz),80,1g,14g,4g
Yogurt-Marinated Chicken & Garlic Sauce,1 serving (448 g),590,26g,53g,40g
Yolato Frozen Yogurt (Small),1 cup (4.2 g),100,0g,21g,4g
YoMommy Lowfat Strawberry Yogurt,1 container (4 oz),100,1g,18g,4g
Yolk Free Noodles Style Pasta,1 1/4 cups (55 g),200,1g,41g,8g
YoLite Fat Free Strawberry Yogurt,1 container (6 oz),80,0g,13g,7g
Yoli Passion,1 scoop (4.5 g),10,0g,4g,0g
Yolk Free Extra Wide Egg White Pasta,1 cup dry (56 g),200,1g,41g,8g
YoPlus - Peach,1 container (113 g),110,1.5g,21g,4g
Yogurt Vanilla & Almond Drink,1 bottle (250 ml),130,2.5g,9g,20g
YoPlus Digestive Light - Honey Vanilla,1 container (113 g),70,0g,16g,3g
YoPlus - Cherry,1 container (113 g),110,1.5g,21g,4g
YoPlus - Strawberry,1 container (113 g),110,1.5g,21g,4g
YoPlus - Vanilla,1 container (113 g),110,1.5g,22g,4g
Yolk Free Noodle Style Pasta,1 cup dry (2 oz),200,1g,40g,8g
Yolk Free Ribbons,2 oz (56 g),200,1g,39g,10g
Yop - Blueberry,1 bottle (200 ml),150,3g,26g,5g
YoPlus Digestive Light - Key Lime Pie,1 container (113 g),70,0g,16g,3g
YoPlus Digestive Light - Strawberry Banana,1 container (113 g),70,0g,15g,4g
YoPRO Caramelo,1 bottle (300 g),171,1.3g,16g,25g
York Peppermint Pattie (Mini Size),1 candy,50,1g,11g,0g
York Peppermint Pieces,50 pieces (40 g),170,8g,28g,2g
York Sugar Free Peppermint Patties,3 pieces (37 g),120,8g,3g,1g
York Cookies,2 cookies,160,9g,17g,2g
Yoptimal Yogurt,1 container (100 g),90,2.5g,14g,3g
York Pieces,50 pieces (40 g),170,8g,28g,2g
YoPRO,1 serving (160 g),95,0.3g,7.2g,15.4g
York Peppermint Ice Cream Bars,1 bar (58 g),170,10g,20g,2g
York Peppermint Pattie Coffee Creamer,1 tbsp (15 ml),35,1.5g,6g,0g
Young & Tender Mixed Vegetables,3/4 cup (100 g),70,0.5g,14g,2g
York Minis,10 pieces (40 g),150,3.5g,31g,1g
YORK Peppermint Patties,1 serving (34 g),120,2.5g,27g,0g
Young Chicken Wings,2 pieces (110 g),170,11g,0g,20g
You'd Think It's Butter!,1 tbsp (14 g),70,8g,0g,0g
Young Chicken Breasts,4 oz (112 g),110,1.5g,0g,24g
Yorkshire Pudding,2 puddings (31 g),90,4g,12g,2g
You Gut This Probiotic Coconut Water,1 tbsp (15 ml),5,0g,1g,0g
Young Coconut with Pulp Juice,1 can (350 ml),220,2g,50g,0g
Young Coconut Slices,1/4 cup (30 g),120,11g,4g,1g
Young Coconut Juice,1 can (310 ml),130,1.5g,29g,0g
Young Coconut Juice with Pulp,1 can (485 ml),160,2g,38g,0g
Young Coconut Juice with Pulp,1 can (17.5 oz),190,0.5g,47g,0g
Young Ginger,1 oz (28 g),90,0g,22g,0g
Young Sweet Tender Peas,1/2 cup (125 g),60,0g,13g,3g
Young Tender Sweet Peas,1/2 cup (122 g),60,0g,12g,4g
YQ Coconut,1 container (150 g),120,2.5g,9g,15g
Yours Truly,1 cone (75 g),220,13g,24g,2g
Young Green Jackfruit in Brine,3 pieces (85 g),40,2g,4g,1g
YQ Mango,1 container (150 g),130,2.5g,10g,15g
YQ Blueberry,1 container (150 g),130,2.5g,10g,15g
